,StartDate,EndDate,ResponseId,Country,cond,condName,WEPTcc,BELIEFcc,POLICYcc,SHAREcc,Intervention_order,Belief1 ,Belief2,Belief3,Belief4,Policy1,Policy2,Policy3,Policy4,Policy5,Policy6,Policy7,Policy8,Policy9,Trust_sci1_1,Trust_sci2_1,Trust_gov_1,ID_hum_1,ID_GC_1,Enviro_ID_1,Enviro_ID_2,Enviro_ID_3,Enviro_ID_4,Enviro_motiv_1,Enviro_motiv_11,Enviro_motiv_12,Enviro_motiv_13,Enviro_motiv_14,Enviro_motiv_15,Enviro_motiv_16,Enviro_motiv_17,Enviro_motiv_18,Enviro_motiv_20,PlurIgnoranceItem_1,probe_CC_1,probe_GW_1,probe_GH_1,probe_CCrisis_1,probe_GE_1,probe_CE_1,probe_CP_1,probe_CEmerg_1,probe_CPoll_1,Gender,Age,Politics2_1,Politics2_9,Edu,Income,Indirect_SES,MacArthur_SES,PerceivedSciConsensu_1,Intro_Timer,condition_time_total,ide,ide_c,age_c,income_c,edu_c,ide_low,ide_high,GenderBin,gend_effects,cond_effects,belief_avg,policy_avg
57126,9/11/22 9:30,9/11/22 9:39,R_3GwvMlh8mEEPjgM,USA,1,Control,1,80,38.66666667,1,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,85,86,76,73,54,43,25,43,28,68,28,35,24,50,63,46,67,55,63,55,58,73,38,62,50,67,54,53,38,45,57,42,56,NA,NA,NA,NA,68,NA,NA,NA,NA,2,60,51,54,3,4,"2,3,5,6,7",7,52,14.665,123.742,52.5,2.5,20.86382,-0.205146,0.145034,32.5,-27.5,1,0.5,-0.5,80,38.66666667
57137,9/11/22 10:28,9/11/22 10:33,R_xrcsoYF9Tt6lT1f,USA,1,Control,0,1,15.66666667,NA,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,1,1,1,1,0,0,1,1,1,63,2,73,0,1,3,2,39,0,35,33,31,45,3,2,5,1,5,1,1,2,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,83,77,3,5,"1,2,3,4,5,6,7",7,6,5.101,57.412,80,30,0.86382,0.794854,0.145034,60,0,0,-0.5,-0.5,1,15.66666667
57149,9/11/22 11:04,9/11/22 11:25,R_1dAXZYdaBr1lJDI,USA,6,SystemJust,8,100,82,NA,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,100,100,100,100,58,52,90,97,95,73,93,88,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,29,68,52,3,4,"1,2,3,4,5,6,7",7,60,5.017,41.773,60,10,-10.13618,-0.205146,0.145034,40,-20,1,0.5,0.5,100,82
57159,9/11/22 12:15,9/11/22 12:32,R_3kiZMIfx0AZ12Ei,USA,6,SystemJust,8,100,99.88888889,1,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,100,100,100,100,100,100,100,100,100,100,100,100,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,65,49,50,3,6,"1,2,3,4,5,6,7",6,91,11.396,116.64,49.5,-0.5,25.86382,1.794854,0.145034,29.5,-30.5,0,-0.5,0.5,100,99.88888889
57164,9/11/22 11:59,9/11/22 12:40,R_1cTCqaMqMngVOs5,USA,1,Control,8,43,14.22222222,NA,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,11,53,54,54,1,21,45,7,5,40,3,5,1,50,50,51,92,21,27,3,4,3,11,2,32,1,1,31,31,1,24,37,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,64,NA,NA,3,NA,"1,2,3,4,5,6,7",6,3,16.326,222.764,NA,NA,24.86382,NA,0.145034,NA,NA,1,0.5,-0.5,43,14.22222222
57174,9/11/22 13:19,9/11/22 13:25,R_2djc38EDxmZl6OC,USA,1,Control,0,91,88.66666667,0,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,100,84,99,81,95,95,87,93,90,84,81,82,91,87,92,48,91,95,97,92,90,94,84,89,87,75,89,86,89,81,86,85,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18,98,95,3,5,"1,2,3,4,6,7",5,89,8.831,96.509,96.5,46.5,-21.13618,0.794854,0.145034,76.5,16.5,0,-0.5,-0.5,91,88.66666667
57177,9/11/22 13:23,9/11/22 13:50,R_3nJd9a9NzW5zJZ1,USA,6,SystemJust,7,4,15.55555556,0,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,1,5,6,4,3,31,2,6,10,66,11,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,77,88,89,3,NA,"1,2,3,4,5,6,7",6,10,28.552,172.665,88.5,38.5,37.86382,NA,0.145034,68.5,8.5,0,-0.5,0.5,4,15.55555556
57181,9/11/22 14:13,9/11/22 14:41,R_1mDFGRKbMnOVz46,USA,1,Control,8,98.5,85.88888889,0,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,100,100,96,98,87,99,100,99,90,96,98,97,7,99,100,8,98,56,97,100,97,99,2,2,3,7,2,95,24,100,99,81,62,NA,78,NA,NA,NA,NA,NA,NA,NA,1,74,3,3,3,3,"1,2,3,6,7",2,94,15.2,261.714,3,-47,34.86382,-1.205146,0.145034,-17,-77,0,-0.5,-0.5,98.5,85.88888889
57187,9/11/22 14:55,9/11/22 15:17,R_2Es1DzXi5iaqZTG,USA,6,SystemJust,8,99.75,78.11111111,NA,BeliefinAnthrCC|PolicySupport|SocialmediasharingPipedText,100,100,100,99,55,53,99,100,96,99,100,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,51,53,54,2,3,"1,6,7",5,68,14.557,108.491,53.5,3.5,11.86382,-1.205146,-0.854966,33.5,-26.5,1,0.5,0.5,99.75,78.11111111
57201,9/9/22 13:18,9/11/22 16:20,R_2tro2bMZvWIn2rO,USA,1,Control,1,10.75,23.33333333,0,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,43,0,0,0,5,8,2,3,40,75,4,73,0,50,30,7,55,19,59,54,67,33,42,42,26,39,7,56,41,38,41,38,50,NA,NA,NA,50,NA,NA,NA,NA,NA,1,41,85,84,3,6,"2,3,4,6,7",6,35,14.347,91.145,84.5,34.5,1.86382,1.794854,0.145034,64.5,4.5,0,-0.5,-0.5,10.75,23.33333333
57203,9/11/22 16:14,9/11/22 16:37,R_9oV6Q1FzSenu2E9,USA,1,Control,8,100,75.55555556,NA,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,100,100,100,100,50,100,79,100,0,100,100,100,51,100,100,70,100,57,100,100,82,79,0,0,0,0,0,100,24,100,100,100,75,NA,NA,NA,100,NA,NA,NA,NA,NA,1,67,51,50,2,5,"1,2,3,4,5,6,7",3,88,13.059,220.229,50.5,0.5,27.86382,0.794854,-0.854966,30.5,-29.5,0,-0.5,-0.5,100,75.55555556
57204,9/11/22 16:22,9/11/22 16:40,R_BFAGokfTJwX32Wl,USA,6,SystemJust,0,9.75,26.11111111,0,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,26,1,2,10,1,1,1,75,1,75,5,75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,50,91,90,3,5,"1,2,3,4,5,6,7",5,90,23.802,144.844,90.5,40.5,10.86382,0.794854,0.145034,70.5,10.5,0,-0.5,0.5,9.75,26.11111111
57211,9/11/22 16:46,9/11/22 17:05,R_2e2tnNJcUl8oQaK,USA,1,Control,8,98.75,84.33333333,0,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,99,99,99,98,99,99,52,98,64,98,99,99,51,100,100,39,100,70,100,100,52,100,0,0,25,5,4,100,37,97,78,55,73,NA,NA,NA,NA,NA,NA,NA,NA,100,2,29,0,0,3,4,"1,3,5,6,7",4,100,11.654,265.692,0,-50,-10.13618,-0.205146,0.145034,-20,-80,1,0.5,-0.5,98.75,84.33333333
57213,9/11/22 16:48,9/11/22 17:07,R_3nCK2HSC4WtCvBr,USA,6,SystemJust,4,96.75,81.22222222,1,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,87,100,100,100,33,89,93,100,72,100,92,100,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,22,18,19,2,3,"2,3,4,5,6,7",5,90,11.886,357.317,18.5,-31.5,-17.13618,-1.205146,-0.854966,-1.5,-61.5,NA,NA,0.5,96.75,81.22222222
57224,9/11/22 17:38,9/11/22 18:30,R_3qqWRIuJf9w7M1U,USA,6,SystemJust,8,81.5,78.66666667,1,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,77,89,82,78,82,80,72,83,82,76,85,75,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,33,83,82,3,4,"1,2,3,4,5,6,7",8,66,8.185,105.28,82.5,32.5,-6.13618,-0.205146,0.145034,62.5,2.5,0,-0.5,0.5,81.5,78.66666667
57225,9/11/22 17:55,9/11/22 18:34,R_32LzwPBF50L3fjb,USA,1,Control,8,94.75,80.55555556,1,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,89,99,96,95,25,95,97,98,30,98,95,97,90,63,87,53,89,57,61,21,16,55,16,8,4,5,3,5,8,5,5,47,42,NA,NA,71,NA,NA,NA,NA,NA,NA,2,59,38,38,4,5,"1,2,3,4,5,6,7",3,67,8.094,282.957,38,-12,19.86382,0.794854,1.145034,18,-42,1,0.5,-0.5,94.75,80.55555556
57232,9/11/22 19:01,9/11/22 19:22,R_qWn0HCjuGxFGcE1,USA,1,Control,8,61.5,67.11111111,NA,BeliefinAnthrCC|PolicySupport|SocialmediasharingPipedText,58,49,72,67,75,53,56,92,65,97,65,69,32,79,75,49,75,74,73,77,76,70,58,66,55,54,46,60,56,55,61,66,70,NA,NA,NA,NA,NA,NA,NA,67,NA,1,39,29,28,3,4,"2,3,4,5,6,7",6,66,12.37,165.738,28.5,-21.5,-0.13618,-0.205146,0.145034,8.5,-51.5,0,-0.5,-0.5,61.5,67.11111111
57242,9/11/22 23:56,9/12/22 0:06,R_1CEdoxgXQrXFlKu,USA,6,SystemJust,3,95.25,57.55555556,1,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,91,100,100,90,2,69,71,100,43,99,45,88,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,55,86,84,2,5,"1,2,3,4,5,6,7",5,81,14.038,94.714,85,35,15.86382,0.794854,-0.854966,65,5,0,-0.5,0.5,95.25,57.55555556
57245,9/11/22 12:36,9/12/22 1:35,R_271oOi9Np102soS,USA,6,SystemJust,0,50.75,52.33333333,1,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,51,50,51,51,49,51,51,52,53,56,51,55,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,52,50,1,NA,"1,2,3,4,5,6,7",5,52,11.201,176.742,51,1,-15.13618,NA,-1.854966,31,-29,1,0.5,0.5,50.75,52.33333333
57248,9/12/22 4:26,9/12/22 4:34,R_2qgboeTMMkjdns5,USA,6,SystemJust,2,51.5,39.66666667,NA,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,39,75,78,14,17,16,67,31,61,17,43,28,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,20,21,65,2,4,"6,7",1,32,5.598,62.811,43,-7,-19.13618,-0.205146,-0.854966,23,-37,1,0.5,0.5,51.5,39.66666667
57258,9/12/22 10:45,9/12/22 10:52,R_06B95eOk91ow8QF,USA,6,SystemJust,0,97.75,40.44444444,1,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,97,97,98,99,0,0,0,100,0,100,98,66,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,26,NA,NA,2,2,"1,2,3,4,5,6,7",3,100,12.2,71.47,NA,NA,-13.13618,-2.205146,-0.854966,NA,NA,1,0.5,0.5,97.75,40.44444444
57263,9/12/22 11:53,9/12/22 12:32,R_2WDbVvwDRgOfcaH,USA,1,Control,8,55.25,72.11111111,0,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,52,69,50,50,50,70,92,93,60,87,90,96,11,80,80,80,100,95,100,100,82,90,15,1,50,14,1,100,5,90,85,90,60,NA,85,NA,NA,NA,NA,NA,NA,NA,2,50,52,41,3,1,"1,2,4,5,6,7",5,60,24.523,518.299,46.5,-3.5,10.86382,-3.205146,0.145034,26.5,-33.5,1,0.5,-0.5,55.25,72.11111111
57264,9/12/22 12:53,9/12/22 13:10,R_24CY8Kqb3mKNtB6,USA,6,SystemJust,8,80.75,75.22222222,NA,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,92,82,56,93,10,60,89,81,97,97,89,96,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,48,54,57,3,5,"1,2,3,4,6,7",6,64,13.666,111.462,55.5,5.5,8.86382,0.794854,0.145034,35.5,-24.5,1,0.5,0.5,80.75,75.22222222
57276,9/12/22 15:51,9/12/22 16:00,R_3ewwRT01VEk7KGM,USA,1,Control,0,89,80.77777778,0,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,92,90,86,88,92,99,100,100,91,56,77,81,31,86,99,45,77,48,50,48,48,48,13,1,14,2,5,74,45,38,53,32,50,NA,NA,NA,NA,NA,NA,NA,NA,50,1,41,2,5,3,1,"3,5,6",1,95,7.972,161.8,3.5,-46.5,1.86382,-3.205146,0.145034,-16.5,-76.5,0,-0.5,-0.5,89,80.77777778
57284,9/12/22 15:54,9/12/22 16:08,R_PImX7sEq7IQ7QL7,USA,6,SystemJust,8,89.5,68.75,NA,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,69,99,96,94,59,39,NA,86,45,98,81,97,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,35,49,49,3,4,"1,3,4,5,6,7",4,41,5.306,95.701,49,-1,-4.13618,-0.205146,0.145034,29,-31,1,0.5,0.5,89.5,NA
57287,9/12/22 15:49,9/12/22 16:10,R_1Lv3Spjezv8m9jA,USA,1,Control,8,9.5,32.11111111,0,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,19,4,7,8,7,2,46,79,4,31,65,53,2,53,53,22,83,9,57,63,28,53,16,12,12,12,16,18,25,12,17,11,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,63,94,87,3,6,"1,2,3,4,5,6,7",7,91,13.923,214.65,90.5,40.5,23.86382,1.794854,0.145034,70.5,10.5,0,-0.5,-0.5,9.5,32.11111111
57290,9/12/22 16:02,9/12/22 16:14,R_BV63LvrwfMi96Zb,USA,6,SystemJust,8,100,93.44444444,0,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,100,100,100,100,98,66,100,77,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,66,19,NA,3,5,"1,3,5,6,7",6,100,11.401,96.843,NA,NA,26.86382,0.794854,0.145034,NA,NA,1,0.5,0.5,100,93.44444444
57296,9/12/22 16:03,9/12/22 16:16,R_3JIcIO00sMseute,USA,6,SystemJust,2,86.75,82.25,0,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,71,93,87,96,69,NA,76,99,96,99,69,96,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,53,22,32,3,5,"1,2,3,4,5,6,7",6,79,19.287,55.635,27,-23,13.86382,0.794854,0.145034,7,-53,1,0.5,0.5,86.75,NA
57297,9/12/22 15:49,9/12/22 16:16,R_1GwfIb2Fvw9AVWj,USA,6,SystemJust,8,48.5,65.44444444,0,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,5,66,41,82,43,76,88,93,9,92,83,93,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,50,57,68,3,5,"1,2,3,4,5,6,7",4,85,20.644,103.238,62.5,12.5,10.86382,0.794854,0.145034,42.5,-17.5,0,-0.5,0.5,48.5,65.44444444
57315,9/12/22 15:53,9/12/22 16:32,R_12mPMv8lbEtgqRe,USA,1,Control,8,94.75,72.66666667,0,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,86,100,93,100,65,80,50,100,71,85,90,89,24,100,100,69,93,95,81,89,76,83,3,15,62,3,8,75,49,92,93,75,70,NA,NA,NA,84,NA,NA,NA,NA,NA,2,27,19,49,2,5,"1,2,3,4,5,6,7",5,89,6.702,192.606,34,-16,-12.13618,0.794854,-0.854966,14,-46,1,0.5,-0.5,94.75,72.66666667
57318,9/12/22 16:09,9/12/22 16:38,R_1DwhA4493B8gJLe,USA,1,Control,3,76.25,83.11111111,1,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,62,71,90,82,85,87,82,85,83,88,87,78,73,86,89,85,78,83,94,97,96,93,83,69,85,81,70,78,70,85,34,77,69,NA,NA,NA,NA,NA,NA,95,NA,NA,1,32,41,57,2,1,"1,2,3,4,5,6,7",8,74,23.488,274.133,49,-1,-7.13618,-3.205146,-0.854966,29,-31,0,-0.5,-0.5,76.25,83.11111111
57322,9/12/22 16:14,9/12/22 16:40,R_T2h2NS9x1cMn9o5,USA,1,Control,8,79.5,69.22222222,0,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,99,99,70,50,53,53,83,53,51,98,81,98,53,80,91,71,98,61,73,74,63,74,1,1,1,1,1,71,13,91,90,90,52,NA,NA,90,NA,NA,NA,NA,NA,NA,2,56,2,2,3,7,"1,2,3,4,5,6,7",8,71,17.114,201.35,2,-48,16.86382,2.794854,0.145034,-18,-78,1,0.5,-0.5,79.5,69.22222222
57330,9/12/22 16:25,9/12/22 16:51,R_Q4XRaMHBoknB3d7,USA,1,Control,8,88.25,57.55555556,0,BeliefinAnthrCC|PolicySupport|SocialmediasharingPipedText,85,86,92,90,71,97,3,100,6,78,76,83,4,80,82,53,71,71,53,56,57,54,49,52,50,54,48,51,79,52,51,52,63,63,NA,NA,NA,NA,NA,NA,NA,NA,1,68,55,54,3,5,"1,2,3,5,6,7",4,52,15.316,133.074,54.5,4.5,28.86382,0.794854,0.145034,34.5,-25.5,0,-0.5,-0.5,88.25,57.55555556
57331,9/12/22 16:46,9/12/22 16:51,R_3npf6COWd5JTC3c,USA,6,SystemJust,0,2.75,NA,NA,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,29,3,4,2,1,6,1,3,5.201,42.564,3.5,-46.5,-10.13618,-3.205146,-0.854966,-16.5,-76.5,0,-0.5,0.5,2.75,NA
57338,9/12/22 16:21,9/12/22 17:07,R_2f8xwiSmaf0nhui,USA,6,SystemJust,8,99.75,91.42857143,NA,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,100,99,100,100,NA,46,NA,100,100,100,96,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,30,63,48,2,1,"4,7",10,46,33.466,84.304,55.5,5.5,-9.13618,-3.205146,-0.854966,35.5,-24.5,1,0.5,0.5,99.75,NA
57348,9/12/22 17:08,9/12/22 17:26,R_2VrpXyOBsmlslZn,USA,6,SystemJust,8,84.5,78.44444444,0,BeliefinAnthrCC|PolicySupport|SocialmediasharingPipedText,89,93,69,87,75,72,54,86,79,89,86,82,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,34,30,33,3,8,"2,3,4,5,6,7",7,83,72.835,102.763,31.5,-18.5,-5.13618,3.794854,0.145034,11.5,-48.5,0,-0.5,0.5,84.5,78.44444444
57353,9/12/22 17:12,9/12/22 17:36,R_1Qnnr1CQL0CxUhh,USA,1,Control,8,97,99.22222222,0,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,95,98,97,98,99,98,100,100,99,100,99,99,99,100,99,70,99,80,97,98,99,99,2,1,2,1,2,99,3,99,97,98,45,NA,NA,NA,NA,NA,NA,NA,94,NA,1,72,4,2,3,6,"1,2,3,4,5,6,7",6,97,11.349,266.851,3,-47,32.86382,1.794854,0.145034,-17,-77,0,-0.5,-0.5,97,99.22222222
57370,9/12/22 17:49,9/12/22 18:12,R_1OOExImY2UfFmNA,USA,6,SystemJust,8,55.75,82.22222222,1,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,38,56,75,54,100,100,78,57,100,75,56,74,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,67,100,100,3,4,"1,2,3,4,5,6,7",8,96,30.792,116.598,100,50,27.86382,-0.205146,0.145034,80,20,0,-0.5,0.5,55.75,82.22222222
57376,9/12/22 17:55,9/12/22 18:26,R_3eq0B9cy68IvOY2,USA,6,SystemJust,8,86,79.11111111,1,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,58,100,100,86,36,100,50,100,76,100,100,100,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,50,5,100,3,6,"1,2,3,4,5,6,7",5,63,8.16,204.094,52.5,2.5,10.86382,1.794854,0.145034,32.5,-27.5,1,0.5,0.5,86,79.11111111
57381,9/12/22 18:15,9/12/22 18:35,R_3PGmm4Gf0SXnTfy,USA,1,Control,8,51.5,46.33333333,1,BeliefinAnthrCC|PolicySupport|SocialmediasharingPipedText,52,49,53,52,46,41,50,48,42,48,46,49,47,NA,NA,NA,79,80,77,81,80,80,83,83,82,83,80,82,80,79,82,83,83,NA,NA,NA,NA,NA,NA,88,NA,NA,2,46,NA,NA,3,1,"2,7",10,79,5.802,83.526,NA,NA,6.86382,-3.205146,0.145034,NA,NA,1,0.5,-0.5,51.5,46.33333333
57387,9/12/22 18:30,9/12/22 18:38,R_022J3C5TTHfksk9,USA,6,SystemJust,0,2,19.11111111,1,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,8,0,0,0,3,18,48,13,0,51,0,37,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,50,89,94,3,5,"1,2,3,5,6,7",4,72,7.62,98.462,91.5,41.5,10.86382,0.794854,0.145034,71.5,11.5,0,-0.5,0.5,2,19.11111111
57391,9/12/22 18:30,9/12/22 18:41,R_RV8kNpKLFCHawj7,USA,1,Control,0,97.75,94.55555556,NA,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,99,98,98,96,95,96,95,91,94,97,91,98,94,80,84,2,13,3,95,97,92,95,1,3,1,3,2,96,4,95,93,97,16,NA,NA,86,NA,NA,NA,NA,NA,NA,1,32,78,72,3,6,"1,2,3,4,5,6,7",8,94,11.661,205.423,75,25,-7.13618,1.794854,0.145034,55,-5,0,-0.5,-0.5,97.75,94.55555556
57410,9/12/22 18:38,9/12/22 18:57,R_2fjowTXjvaTSy3R,USA,6,SystemJust,0,90.75,87.44444444,1,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,85,91,92,95,91,92,86,91,90,100,91,94,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,46,51,51,3,5,"1,2,3,4,5,6,7",3,75,167.666,591.506,51,1,6.86382,0.794854,0.145034,31,-29,1,0.5,0.5,90.75,87.44444444
57417,9/12/22 18:29,9/12/22 19:03,R_2rZ8Bv489T3W65F,USA,6,SystemJust,8,92.5,65.22222222,1,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,88,96,93,93,35,84,82,31,100,79,77,79,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,47,8,17,2,4,"1,2,3,4,5,6,7",5,95,26.201,329.376,12.5,-37.5,7.86382,-0.205146,-0.854966,-7.5,-67.5,0,-0.5,0.5,92.5,65.22222222
57419,9/12/22 18:57,9/12/22 19:06,R_1EjqUpdL1i6ixpj,USA,6,SystemJust,3,99.75,85.88888889,NA,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,100,99,100,100,82,81,100,84,97,97,79,99,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,60,60,55,3,5,"1,2,3,4,5,6,7",6,75,8.372,39.68,57.5,7.5,20.86382,0.794854,0.145034,37.5,-22.5,1,0.5,0.5,99.75,85.88888889
57420,9/12/22 16:33,9/12/22 19:06,R_3me3kCmxDPPV3lw,USA,6,SystemJust,8,100,83.33333333,0,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,100,100,100,100,25,100,100,100,25,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,62,7,39,3,5,"1,2,3,4,5,6,7",7,90,19.382,255.434,23,-27,22.86382,0.794854,0.145034,3,-57,0,-0.5,0.5,100,83.33333333
